	tconst	Budget	Box_Office	Star_1	Star_2	Star_3	Star_num1	Star_num2	Star_num3	primaryTitle	startYear	runtimeMinutes	genres	directors	writers	averageRating	numVotes	Story_Line	Ratio	Profitable
3307	tt1187043	9652500	10741063	Aamir Khan	Madhavan	Mona Singh	nm0451148	nm0534856	nm1587175	3 Idiots	2009	170	Comedy,Drama	nm0386246	nm0386246,nm0430785,nm0006765,nm2746459	8.4	308477	Farhan Qureshi and Raju Rastogi want to re-unite with their fellow collegian, Rancho, after faking a stroke aboard an Air India plane, and excusing himself from his wife - trouser less - respectively. Enroute, they encounter another student, Chatur Ramalingam, now a successful businessman, who reminds them of a bet they had undertaken 10 years ago. The trio, while recollecting hilarious antics, including their run-ins with the Dean of Delhi's Imperial College of Engineering, Viru Sahastrabudhe, race to locate Rancho, at his last known address - little knowing the secret that was kept from them all this time.	1.1127751242916215	True
3803	tt1414486	1517700	335452	Gigi Angelillo	Francesco Apolloni	Alessia Barela	nm0029580	nm0032108	nm0054411	Feisbum	2009	92	Comedy	nm0135332,nm1148855,nm0524519,nm1188291,nm1625632,nm3429511,nm3430678	nm0194997,nm1520881,nm1148855,nm6447857,nm0524519,nm1188291,nm1625632,nm1086378,nm3429511	3.9	131	"The title translates literally as ""Faceboom."" An omnibus film helmed by seven top-tiered Italian directors, this comedy explores the worldwide Facebook craze of the early 21st century by recounting the adventures of numerous Europeans whose lives are altered by that social networking site."	0.2210264077048114	False
5009	tt2316801	33389400	22055862	Vincent Cassel	Léa Seydoux	André Dussollier	nm0001993	nm2244205	nm0244707	Beauty and the Beast	2014	112	Drama,Fantasy,Romance	nm0304521	nm6046765,nm0304521,nm0207305	6.4	18377	An unexpected romance blooms after the the youngest daughter of a merchant who has fallen on hard times offers herself to the mysterious beast to which her father has become indebted.	0.660564770239514	False
2473	tt0808185	1899799	379331	Trond Fausa	Petronella Barker	Per Schaanning	nm0042212	nm0054970	nm0769449	The Bothersome Man	2006	95	Comedy,Drama,Fantasy	nm0509633	nm0996077	7.3	15500	"Forty-year-old Andreas arrives in a strange city with no memory of how he got there. He is presented with a job, an apartment - even a wife. But before long, Andreas notices that something is wrong. Andreas makes an attempt to escape the city, but he discovers there's no way out. Andreas meets Hugo, who has found a crack in a wall in his cellar. Beautiful music streams out from the crack. Maybe it leads to ""the other side""? A new plan for escape is hatched."	0.19966891251710706	False
3728	tt1378274	150000	15120	Wilson Large	Victoria Maurette	Jeremy Parrish	nm1914422	nm1228240	nm3313527	Kung Fu Joe	2009	89	Comedy	nm2368091	nm2368091	1.6	226	Kung Fu Joe, neighborhood hero and martial arts expert, must uncover the plot of a mad scientist and his bizarre minions bent on ruling the world.	0.10079932800447997	False
4932	tt2231253	30000000	6738764	Jason Statham	Michael Angarano	Dominik Garcia	nm0005458	nm0029400	nm0306572	Wild Card	2015	92	Action,Crime,Drama	nm0922346	nm0001279	5.6	47445	Nick Wild (Jason Statham) is a Las Vegas bodyguard with lethal professional skills and a personal gambling problem. When a friend is beaten by a sadistic thug, Nick strikes back, only to find out the thug is the son of a powerful mob boss. Suddenly Nick is plunged into the criminal underworld, chased by enforcers and wanted by the mob. Having raised the stakes, Nick has one last play to change his fortunes...and this time, it's all or nothing.	0.22462545917915136	False
2053	tt0464913	14165200	23041621	Jean Dujardin	François Damiens	Khalid Maadour	nm0241121	nm1460782	nm1149829	OSS 117: Cairo, Nest of Spies	2006	99	Action,Adventure,Comedy	nm0371890	nm0355213,nm0115504,nm0371890	7.1	16967	An homage to classic spy films. It's 1955 and after a fellow agent and close friend disappears, secret agent Hubert Bonisseur de la Bath, a.k.a. OSS 117, is ordered to take his place at the head of a poultry firm in Cairo. This is to be his cover while he is busy investigating, foiling Nazi holdouts, quelling a fundamentalist rebellion, and bedding local beauties.	1.6266356545170098	True
1971	tt0455857	15000000	66966987	Camilla Belle	Tommy Flanagan	Katie Cassidy	nm0004741	nm0281107	nm1556320	When a Stranger Calls	2006	87	Horror,Thriller	nm0922346	nm0908411,nm0270841,nm0910510	5.1	40734	Jill Johnson is being forced to babysit at a BIG house all by herself for exceeding her telephone minutes. Then all of a sudden a stranger calls making these weird remarks. Jill decides to call the police to trace the call. Jill is freaked out when she finds out that the call is coming from inside the house! Jill runs in a hurry trying to get the children and leave. Will Jill make it out of the house in time? Will she live? Well you just have to watch the movie to find out!	4.464465502368967	True
4053	tt1564349	37000000	95415285	Morgan Freeman	Ashley Judd	Harry Connick Jr.	nm0000151	nm0000171	nm0001065	Dolphin Tale	2011	113	Drama,Family	nm0001747	nm0418321,nm0238247	6.9	21080	A lonely and friendless boy finds and untangles a hurt dolphin that is caught in a crab trap. He becomes very attached to the dolphin when the tail must be taken off to save the dolphin's life. The boy believes the dolphin would be able to swim normally if it was given a prosthetic tail.	2.578791416789421	True
259	tt0221073	3116250	236185	Eric Bana	Simon Lyndon	Vince Colosimo	nm0051509	nm0528539	nm0173194	Chopper	2000	94	Biography,Crime,Drama	nm0231596	nm0973692,nm0231596	7.2	34876	"Chopper tells the intense story of Mark ""Chopper"" Read, a legendary criminal who wrote his autobiography while serving a murder sentence in prison. His book, From the Inside, upon which the film is based, was a best-seller."	0.07579139164335608	False
6258	tt5698568	6070800	1995045	Luis Tosar	Javier Gutiérrez	Álvaro Cervantes	nm0869088	nm0349522	nm2024943	1898. Los últimos de Filipinas	2016	105	Drama,History,War	nm0130991	nm0379864	6.5	2196	In 1898, Spain sends a military squad to the town of Baler, Philippines, to protect one of the last colonies of the Spanish Empire, to avoid rebellious natives from recovering its ancient territories. Lead by Captain Enrique de las Morenas and Lieutenant Cerezo, proud military men, the soldiers are stalked by night by the rebels, and are forced to seek refuge in the church run by Fray Carmelo, Baler's priest. Turning the church into a military fort, the unrelenting heat and malaria starts to sweep across the men. After the Captain's death by a disease called beriberi, Cerezo steps in as the new leader of the squad, faced with a constant power struggle with Jimeno, a soldier from the previous squad annihilated by the rebels. Becoming more and more paranoid and obsessive with the victory and the glory of the Spanish Empire, the rebels close to Cerezo explain that Spain has already sold the Philippine Islands to the USA, ceding all the colonies from the Spanish Empire, and that the war ...	0.328629615762401	False
875	tt0322824	250050	206784	Alejandro Ferretis	Magdalena Flores	Yolanda Villa	nm1220694	nm1222269	nm1290092	Japón	2002	130	Drama	nm1196161	nm1196161	6.9	3027	A painter from the big city goes to a remote canyon to commit suicide. To reach some calmness, he stays at the farmstead of Ascen, an old, religious woman. Although but a few words are spoken, love grows.	0.8269672986710711	False
3062	tt1077091	1500000	2170188	Ecem Cansu Aktay	Ibrahim Can	Sedat Kalkavan	nm7116768	nm1117652	nm6083508	Musallat	2007	95	Crime,Fantasy,Horror	nm2201450	nm2201450,nm2205653	6.1	3736	The story of a young couple haunted by mysterious forces and there looks to be a heavy possession element as well. The calm life of Suat and Nurcan is broken when they begin to be scared by supernatural creatures.	1.446791035472643	True
4785	tt2083355	17000000	72835710	Monica Calhoun	Morris Chestnut	Melissa De Sousa	nm0004793	nm0004820	nm0211726	The Best Man Holiday	2013	123	Comedy,Drama	nm0002700	nm0002700	6.7	14101	"Mia Sullivan (Monica Calhoun), wife of Lance Sullivan (Morris Chestnut), has written letters requesting that the old gang should join them for Christmas: Harper Stewart (Taye Diggs) and his almost-nine-month-pregnant wife Robyn (Sanaa Lathan), Julian ""Murch"" Murchison (Harold Perrineau) and wife Candace Sparks (Regina Hall), her best friend Jordan Armstrong (Nia Long) and boyfriend Brian McDonald (Eddie Cibrian), Quentin ""Q"" Spivey (Terrence Howard), and Shelby Taylor (Melissa De Sousa). All the friends arrive at the house, the first time they've come together in 14 years, and the celebration begins. At dinner, the old friends catch up while tensions grow between Shelby and Candace. Years after his debut novel, Harper is struggling with writer's block, financial difficulties, and pressure from his publisher to come up with newer and better material for his next book. He has also been recently relieved of his faculty position at New York University, further complicating the couple's ..."	4.284453277385102	True
6397	tt6495770	19000000	5103663	Johnny Knoxville	Eleanor Worthington-Cox	Chris Pontius	nm0424216	nm5732956	nm0690686	Action Point	2018	85	Comedy	nm1469191	nm1014365,nm1015106,nm0424216,nm0292712,nm0431918	5.1	7742	D.C. (Johnny Knoxville) is the crackpot owner of Action Point, a low-rent, out-of-control amusement park with dangerous rides. Just as D.C.'s estranged teenage daughter Boogie (Eleanor Worthington Cox) comes to visit, a corporate mega-park opens nearby and jeopardizes the future of Action Point. To save his beloved theme park and his relationship with his daughter, D.C. and the Action Point staff risk everything to pull out all the stops..	0.2686138279676933	False
4500	tt1806959	8775000	731302	Kamal Haasan	Madhavan	Trisha Krishnan	nm0352032	nm0534856	nm1375534	Manmadhan Ambu	2010	152	Comedy,Drama	nm0433893,nm4301161	nm0352032,nm3585776	5.6	982	Madhan is deeply in love with actress Ambujakshi but he always suspects her, which eventually ends in quarrels. When Ambujakshi goes abroad (Paris) to enjoy her vacation, Madhan gets irritated and approaches private detective Mannar to spy on her. Mannar accepts the job on one condition: Madhan has to take care of the medical expenses of Rajan (Ramesh Arvind). Meanwhile, Deepa also goes to Paris with her children. And with that, the hilarious joy ride begins!	0.08333924976190886	False
1998	tt0457572	8000000	426224	Kesun Loder	Billy Connolly	Carrie-Anne Moss	nm1579372	nm0175262	nm0005251	Fido	2006	93	Comedy,Drama,Horror	nm0192933	nm0158989,nm0192933,nm0372773	6.7	27281	In an Earthly world resembling the 1950s, a cloud of space radiation has shrouded the planet, resulting in the dead becoming zombies that desire live human flesh. A company called Zomcon has been able to control the zombie population. Zombies can be temporarily neutralized by being shot, but can only be permanently neutralized by their brain being destroyed. Their ultimate disposal is through cremation, or burial, the latter which requires decapitation with the head being buried separately from the body. Conversely, Zomcon has created the domestication collar, when activated and placed on a zombie makes the zombie controllable and thus an eternally productive creature within society. Because all dead initially become zombies, the elderly are viewed negatively and suspectly. And all people, adult or child, learn to shoot to kill to protect society. Zomcon is the go to organization for all things zombie. In the town of Willard, the Robinsons - father Bill, mother Helen, and adolescent ...	0.05327799334025083	False
